polypeptide_id,attr_type,value,value2
P04049,go_classifier,process,negative regulation of cell population proliferation
P04049,go_classifier,process,negative regulation of protein-containing complex assembly
P04049,go_classifier,process,positive regulation of MAPK cascade
P04049,go_classifier,process,positive regulation of transcription by RNA polymerase II
P04049,go_classifier,process,Schwann cell development
P04049,go_classifier,process,thymus development
P04049,go_classifier,process,thyroid gland development
P04049,go_classifier,process,type B pancreatic cell proliferation
P04049,go_classifier,process,type II interferon-mediated signaling pathway
P35916,synonym,2.7.10.1,
P35916,synonym,FLT-4,
P35916,synonym,Fms-like tyrosine kinase 4,
P35916,synonym,Tyrosine-protein kinase receptor FLT4,
P35916,synonym,VEGFR-3,
P35916,synonym,VEGFR3,
P35916,pfam,PF17988,VEGFR-2_TMD
P35916,pfam,PF07679,I-set
P35916,pfam,PF21339,VEGFR-1-like_Ig-like
P35916,pfam,PF22854,VEGFR1-3_N_Ig-like
P35916,pfam,PF13927,Ig_3
P35916,pfam,PF07714,PK_Tyr_Ser-Thr
P35916,go_classifier,function,protein homodimerization activity
P35916,go_classifier,function,vascular endothelial growth factor receptor activity
P35916,go_classifier,process,cell surface receptor protein tyrosine kinase signaling pathway
P35916,go_classifier,process,lung alveolus development
P35916,go_classifier,process,positive regulation of cell migration
P35916,go_classifier,process,positive regulation of cell population proliferation
P35916,go_classifier,process,respiratory system process
P35968,synonym,2.7.10.1,
P35968,synonym,Fetal liver kinase 1,
P35968,synonym,FLK-1,
P35968,synonym,FLK1,
P35968,synonym,KDR,
P35968,synonym,Kinase insert domain receptor,
P35968,synonym,Protein-tyrosine kinase receptor flk-1,
P35968,synonym,VEGFR-2,
P35968,synonym,VEGFR2,
P35968,pfam,PF17988,VEGFR-2_TMD
P35968,pfam,PF07679,I-set
P35968,pfam,PF21339,VEGFR-1-like_Ig-like
P35968,pfam,PF13895,Ig_2
P35968,pfam,PF22854,VEGFR1-3_N_Ig-like
P35968,pfam,PF00047,ig
P35968,pfam,PF07714,PK_Tyr_Ser-Thr
P35968,go_classifier,component,anchoring junction
P35968,go_classifier,component,receptor complex
P35968,go_classifier,function,cadherin binding
P35968,go_classifier,function,coreceptor activity
P35968,go_classifier,function,identical protein binding
P35968,go_classifier,function,vascular endothelial growth factor receptor activity
P35968,go_classifier,process,blood vessel endothelial cell differentiation
P35968,go_classifier,process,branching involved in blood vessel morphogenesis
P35968,go_classifier,process,cell migration
P35968,go_classifier,process,cell surface receptor protein tyrosine kinase signaling pathway
P35968,go_classifier,process,cellular response to hydrogen sulfide
P35968,go_classifier,process,endocardium development
P35968,go_classifier,process,epithelial cell maturation
P35968,go_classifier,process,epithelial cell proliferation
P35968,go_classifier,process,mesenchymal cell proliferation
P35968,go_classifier,process,negative regulation of gene expression
P35968,go_classifier,process,negative regulation of neuron apoptotic process
P35968,go_classifier,process,positive regulation of blood vessel endothelial cell migration
P35968,go_classifier,process,positive regulation of BMP signaling pathway
P35968,go_classifier,process,positive regulation of cell migration involved in sprouting angiogenesis
P35968,go_classifier,process,positive regulation of cell population proliferation
P35968,go_classifier,process,positive regulation of endothelial cell chemotaxis
P35968,go_classifier,process,positive regulation of macroautophagy
P35968,go_classifier,process,positive regulation of mitochondrial depolarization
P35968,go_classifier,process,positive regulation of mitochondrial fission
P35968,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P35968,go_classifier,process,positive regulation of stem cell proliferation
P35968,go_classifier,process,post-embryonic camera-type eye morphogenesis
P35968,go_classifier,process,regulation of bone development
P35968,go_classifier,process,regulation of MAPK cascade
P35968,go_classifier,process,semaphorin-plexin signaling pathway
P35968,go_classifier,process,stem cell proliferation
P35968,go_classifier,process,vascular endothelial growth factor receptor-2 signaling pathway
P35968,go_classifier,process,vascular wound healing
P17948,synonym,2.7.10.1,
P17948,synonym,FLT,
P17948,synonym,FLT-1,
P17948,synonym,Fms-like tyrosine kinase 1,
P17948,synonym,FRT,
P17948,synonym,Tyrosine-protein kinase FRT,
P17948,synonym,Tyrosine-protein kinase receptor FLT,
P17948,synonym,Vascular permeability factor receptor,
P17948,synonym,VEGFR-1,
P17948,synonym,VEGFR1,
P17948,pfam,PF17988,VEGFR-2_TMD
P17948,pfam,PF07679,I-set
P17948,pfam,PF21339,VEGFR-1-like_Ig-like
P17948,pfam,PF22854,VEGFR1-3_N_Ig-like
P17948,pfam,PF00047,ig
P17948,pfam,PF13927,Ig_3
P17948,pfam,PF07714,PK_Tyr_Ser-Thr
P17948,go_classifier,component,actin cytoskeleton
P17948,go_classifier,function,placental growth factor receptor activity
P17948,go_classifier,function,vascular endothelial growth factor receptor activity
P17948,go_classifier,process,cell surface receptor protein tyrosine kinase signaling pathway
P17948,go_classifier,process,hyaloid vascular plexus regression
P17948,go_classifier,process,negative regulation of vascular endothelial cell proliferation
P17948,go_classifier,process,positive regulation of cell population proliferation
P17948,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P17948,go_classifier,process,sprouting angiogenesis
P36888,synonym,2.7.10.1,
P36888,synonym,CD135,
P36888,synonym,Fetal liver kinase-2,
P36888,synonym,FL cytokine receptor,
P36888,synonym,FLK-2,
P36888,synonym,FLK2,
P36888,synonym,FLT-3,
P36888,synonym,Fms-like tyrosine kinase 3,
P36888,synonym,Stem cell tyrosine kinase 1,
P36888,synonym,STK-1,
P36888,synonym,STK1,
P36888,pfam,PF00047,ig
P36888,pfam,PF07714,PK_Tyr_Ser-Thr
P36888,go_classifier,component,endoplasmic reticulum
P36888,go_classifier,component,endosome membrane
P36888,go_classifier,component,plasma membrane
P36888,go_classifier,component,receptor complex
P36888,go_classifier,function,growth factor binding
P36888,go_classifier,function,nuclear glucocorticoid receptor binding
P36888,go_classifier,function,phosphatidylinositol 3-kinase activator activity
P36888,go_classifier,function,protein tyrosine kinase activity
P36888,go_classifier,function,protein-containing complex binding
P36888,go_classifier,function,vascular endothelial growth factor receptor activity
P36888,go_classifier,process,cell surface receptor protein tyrosine kinase signaling pathway
P36888,go_classifier,process,cellular response to glucocorticoid stimulus
P36888,go_classifier,process,positive regulation of cell population proliferation
P36888,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P10721,synonym,2.7.10.1,
P10721,synonym,p145 c-kit,
P10721,synonym,PBT,
P10721,synonym,Piebald trait protein,
P10721,synonym,Proto-oncogene c-Kit,
P10721,synonym,SCFR,
P10721,synonym,Tyrosine-protein kinase Kit,
P10721,synonym,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,
P10721,pfam,PF00047,ig
P10721,pfam,PF07714,PK_Tyr_Ser-Thr
P10721,go_classifier,component,fibrillar center
P10721,go_classifier,component,receptor complex
P10721,go_classifier,function,growth factor binding
P10721,go_classifier,function,protease binding
P10721,go_classifier,function,SH2 domain binding
P10721,go_classifier,process,actin cytoskeleton organization
P10721,go_classifier,process,B cell differentiation
P10721,go_classifier,process,hematopoietic progenitor cell differentiation
P10721,go_classifier,process,hematopoietic stem cell migration
P10721,go_classifier,process,intracellular signal transduction
P10721,go_classifier,process,negative regulation of developmental process
P10721,go_classifier,process,negative regulation of reproductive process
P10721,go_classifier,process,positive regulation of colon smooth muscle contraction
P10721,go_classifier,process,positive regulation of dendritic cell cytokine production
P10721,go_classifier,process,positive regulation of DNA-binding transcription factor activity
P10721,go_classifier,process,positive regulation of mast cell cytokine production
P10721,go_classifier,process,positive regulation of mast cell proliferation
P10721,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P10721,go_classifier,process,positive regulation of pyloric antrum smooth muscle contraction
P10721,go_classifier,process,positive regulation of receptor signaling pathway via JAK-STAT
P10721,go_classifier,process,positive regulation of small intestine smooth muscle contraction
P10721,go_classifier,process,positive regulation of tyrosine phosphorylation of STAT protein
P10721,go_classifier,process,positive regulation of vascular associated smooth muscle cell differentiation
P10721,go_classifier,process,regulation of bile acid metabolic process
P10721,go_classifier,process,regulation of cell population proliferation
P10721,go_classifier,process,response to cadmium ion
P10721,go_classifier,process,tongue development
P07949,synonym,2.7.10.1,
P07949,synonym,Cadherin family member 12,
P07949,synonym,CDHF12,
P07949,synonym,CDHR16,
P07949,synonym,Proto-oncogene c-Ret,
P07949,synonym,PTC,
P07949,pfam,PF00028,Cadherin
P07949,pfam,PF17756,RET_CLD1
P07949,pfam,PF17812,RET_CLD3
P07949,pfam,PF17813,RET_CLD4
P07949,pfam,PF22540,RET_CRD
P07949,pfam,PF07714,PK_Tyr_Ser-Thr
P07949,go_classifier,component,plasma membrane protein complex
P07949,go_classifier,function,signaling receptor activity
P07949,go_classifier,process,axon guidance
P07949,go_classifier,process,cell surface receptor protein tyrosine kinase signaling pathway
P07949,go_classifier,process,GDF15-GFRAL signaling pathway
P07949,go_classifier,process,glial cell-derived neurotrophic factor receptor signaling pathway
P07949,go_classifier,process,positive regulation of DNA-templated transcription
P07949,go_classifier,process,positive regulation of gene expression
P07949,go_classifier,process,positive regulation of MAPK cascade
P07949,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
Q15311,synonym,76 kDa Ral-interacting protein,
Q15311,synonym,Dinitrophenyl S-glutathione ATPase,
Q15311,synonym,DNP-SG ATPase,
Q15311,synonym,Ral-interacting protein 1,
Q15311,synonym,RalBP1,
Q15311,synonym,RLIP,
Q15311,synonym,RLIP1,
Q15311,synonym,RLIP76,
Q15311,pfam,PF00620,RhoGAP
Q15311,pfam,PF20924,RLIP76_Ral-bd
Q15311,go_classifier,component,mitochondrion
Q15311,go_classifier,component,nuclear body
Q15311,go_classifier,component,nucleoplasm
Q15311,go_classifier,component,plasma membrane
Q15311,go_classifier,component,spindle pole
Q15311,go_classifier,function,ABC-type glutathione S-conjugate transporter activity
Q15311,go_classifier,function,ABC-type xenobiotic transporter activity
Q15311,go_classifier,function,ATP binding
Q15311,go_classifier,function,ATPase-coupled transmembrane transporter activity
Q15311,go_classifier,function,small GTPase binding
Q15311,go_classifier,function,xenobiotic transmembrane transporter activity
Q15311,go_classifier,process,doxorubicin transport
Q15311,go_classifier,process,positive regulation of mitochondrial fission
Q15311,go_classifier,process,positive regulation of protein phosphorylation
Q15311,go_classifier,process,receptor-mediated endocytosis
Q15311,go_classifier,process,regulation of Cdc42 protein signal transduction
Q15311,go_classifier,process,small GTPase-mediated signal transduction
Q15311,go_classifier,process,xenobiotic detoxification by transmembrane export across the plasma membrane
Q5UBX3,synonym,Beta-tubulin,
Q5UBX3,pfam,PF00091,Tubulin
Q5UBX3,pfam,PF03953,Tubulin_C
Q5UBX3,go_classifier,component,cytoplasm
Q5UBX3,go_classifier,component,microtubule
Q5UBX3,go_classifier,function,GTP binding
Q5UBX3,go_classifier,function,GTPase activity
Q5UBX3,go_classifier,function,metal ion binding
Q5UBX3,go_classifier,function,structural constituent of cytoskeleton
